Respondent_Serial,brand,OSAT,Food looks appetizing,Has food that tastes good,Has food I crave,Provides the right proportions of ingredients,Has a wide variety of menu options,Offers healthy/better-for-you menu options,Is making changes to improve their food,"Has a unique, distinctive approach that makes food better",Has a wide range of ingredients,Portions are the right size for my appetite,Has good environmental/sustainability practices,Is worth the price,Is something I can afford to eat regularly,Is competitively priced,Is a good value for the money,Has enticing promotional offers,Has a good loyalty program,Employees show care for my food/order,Provides fast service,Ordering is simple and easy,Employees are friendly and engaging,Level of visibility of my food being made,I’m able to make my order exactly how I would like it,Provides a consistent experience,Integrates technology into its ordering process,Food is easy to eat on-the-go,I can easily order for delivery to a location convenient to me,Food prep area is clean and organized,Restaurant is clean,Environment is warm and inviting,Decor is current and modern,Restaurant environment is designed for someone like me,Restaurant has curb appeal,Ingredients are fresh,Ingredients are high quality,Offers good quality meats,Offers good quality veggies and toppings,Uses freshly baked bread,They make me feel valued,Place I am happy to be seen
22737,Panera,5,5.0,5.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,4.0,5.0,,6.0,5.0,6.0,5.0,5.0,6.0,7.0,5.0,5.0,5.0,7.0,5.0,7.0,6.0,5.0,5.0,6.0,6.0,3.0,6.0,4.0
22738,Chipotle,5,6.0,6.0,5.0,6.0,5.0,6.0,7.0,5.0,7.0,7.0,6.0,7.0,6.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,5.0,5.0,6.0,7.0,7.0,6.0,7.0,6.0
22738,Firehouse Subs,5,6.0,5.0,6.0,7.0,6.0,6.0,5.0,5.0,7.0,5.0,5.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,5.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,7.0,6.0,7.0
22745,Jersey Mikes,6,6.0,6.0,7.0,5.0,5.0,6.0,6.0,5.0,4.0,5.0,4.0,6.0,6.0,4.0,4.0,6.0,4.0,6.0,5.0,6.0,3.0,6.0,4.0,5.0,6.0,5.0,4.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,7.0,2.0,5.0,6.0
22745,McDonalds,6,7.0,6.0,5.0,5.0,3.0,5.0,5.0,5.0,6.0,4.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,3.0,4.0,,7.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0
22750,Jimmy Johns,6,5.0,7.0,6.0,7.0,5.0,6.0,6.0,4.0,5.0,7.0,6.0,6.0,5.0,6.0,7.0,7.0,7.0,5.0,7.0,6.0,5.0,7.0,5.0,7.0,6.0,5.0,7.0,6.0,4.0,6.0,5.0,5.0,4.0,6.0,4.0,7.0,5.0,7.0,7.0,6.0
22750,McDonalds,6,5.0,5.0,6.0,5.0,7.0,6.0,4.0,6.0,5.0,5.0,4.0,5.0,6.0,4.0,4.0,6.0,5.0,3.0,4.0,6.0,6.0,5.0,5.0,4.0,7.0,5.0,5.0,7.0,7.0,6.0,6.0,4.0,6.0,6.0,5.0,5.0,4.0,5.0,5.0,6.0
22752,Chipotle,4,6.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,7.0,5.0,5.0,5.0,6.0,6.0,7.0,6.0,5.0,6.0,7.0,6.0,6.0,6.0,5.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0
22752,McDonalds,5,6.0,6.0,6.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,5.0,6.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,7.0,6.0,6.0,5.0,6.0
22753,Firehouse Subs,4,6.0,5.0,6.0,5.0,6.0,5.0,4.0,6.0,6.0,5.0,6.0,5.0,7.0,5.0,5.0,5.0,5.0,7.0,4.0,6.0,5.0,5.0,6.0,6.0,7.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,4.0,6.0,5.0,7.0,5.0,6.0
22753,Jersey Mikes,6,5.0,6.0,7.0,5.0,5.0,5.0,7.0,6.0,6.0,5.0,6.0,7.0,7.0,6.0,7.0,5.0,7.0,6.0,7.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,7.0,5.0,5.0,6.0,4.0,6.0,5.0,6.0,7.0,7.0,6.0,7.0,5.0,5.0
22759,Chipotle,5,6.0,6.0,6.0,7.0,4.0,6.0,6.0,6.0,5.0,5.0,6.0,3.0,5.0,6.0,4.0,5.0,6.0,7.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,6.0,6.0,4.0,5.0
22759,Firehouse Subs,7,6.0,5.0,5.0,6.0,4.0,5.0,6.0,4.0,7.0,5.0,5.0,6.0,6.0,6.0,5.0,,6.0,5.0,4.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,4.0,7.0,4.0,4.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0
22760,Chipotle,4,6.0,5.0,6.0,6.0,5.0,6.0,7.0,4.0,6.0,4.0,6.0,4.0,6.0,6.0,7.0,5.0,4.0,5.0,4.0,6.0,5.0,7.0,6.0,5.0,4.0,5.0,6.0,7.0,6.0,6.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,6.0,4.0,4.0
22760,Firehouse Subs,6,7.0,5.0,5.0,7.0,6.0,5.0,5.0,5.0,7.0,5.0,5.0,6.0,6.0,7.0,7.0,4.0,6.0,5.0,7.0,7.0,5.0,5.0,5.0,5.0,7.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,6.0,6.0,5.0,4.0,6.0,7.0
22761,Chipotle,5,5.0,7.0,6.0,5.0,5.0,6.0,6.0,7.0,5.0,5.0,4.0,7.0,7.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,5.0,6.0,5.0,7.0,6.0,6.0,7.0,5.0,6.0,7.0,5.0,6.0,6.0,5.0,6.0,6.0
22761,Firehouse Subs,6,6.0,6.0,7.0,6.0,6.0,6.0,6.0,5.0,7.0,4.0,6.0,7.0,4.0,5.0,5.0,7.0,6.0,6.0,4.0,6.0,4.0,4.0,4.0,6.0,4.0,7.0,6.0,4.0,7.0,7.0,6.0,6.0,7.0,5.0,6.0,7.0,6.0,6.0,5.0,5.0
22762,Jimmy Johns,6,5.0,5.0,4.0,6.0,7.0,4.0,2.0,6.0,6.0,4.0,5.0,5.0,6.0,7.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,5.0,6.0,5.0,5.0,3.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,7.0,6.0
22762,McDonalds,6,6.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,7.0,5.0,6.0,6.0,6.0,6.0,5.0,4.0,6.0,5.0,6.0,6.0,7.0,6.0,5.0,5.0,5.0,5.0,5.0,7.0,6.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,7.0,6.0
22765,Subway,4,6.0,7.0,7.0,6.0,5.0,5.0,5.0,7.0,7.0,6.0,6.0,5.0,6.0,5.0,7.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,7.0,6.0,7.0,7.0,5.0,5.0,7.0,6.0,6.0,7.0,6.0,7.0,7.0,7.0,5.0,5.0,7.0,5.0
22765,Firehouse Subs,4,6.0,5.0,4.0,7.0,7.0,7.0,4.0,7.0,7.0,6.0,7.0,6.0,6.0,7.0,7.0,7.0,5.0,7.0,5.0,4.0,6.0,5.0,6.0,6.0,7.0,6.0,5.0,6.0,7.0,6.0,7.0,5.0,6.0,7.0,7.0,5.0,5.0,7.0,7.0,4.0
22766,Jersey Mikes,4,4.0,5.0,5.0,5.0,5.0,5.0,6.0,2.0,6.0,4.0,5.0,5.0,6.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,6.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,7.0,5.0,5.0
22766,McDonalds,6,6.0,6.0,5.0,4.0,5.0,6.0,6.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,6.0,7.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,7.0,4.0,5.0,3.0,6.0,6.0,7.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0
22767,Subway,6,5.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,5.0,6.0,5.0,6.0,5.0,7.0,7.0,5.0,5.0,5.0,7.0,5.0,7.0,6.0,6.0,7.0,7.0,5.0,6.0,7.0,7.0,5.0,7.0
22767,Jersey Mikes,3,5.0,7.0,6.0,6.0,7.0,5.0,5.0,6.0,6.0,7.0,6.0,6.0,7.0,7.0,7.0,6.0,7.0,4.0,5.0,7.0,7.0,5.0,7.0,7.0,4.0,6.0,7.0,7.0,4.0,7.0,5.0,5.0,6.0,7.0,5.0,7.0,6.0,6.0,7.0,4.0
22768,Jersey Mikes,6,7.0,5.0,7.0,4.0,6.0,7.0,4.0,6.0,6.0,6.0,7.0,6.0,5.0,7.0,7.0,5.0,5.0,7.0,4.0,6.0,7.0,5.0,7.0,6.0,7.0,7.0,5.0,4.0,7.0,7.0,5.0,7.0,6.0,6.0,7.0,7.0,5.0,6.0,7.0,6.0
22768,Panera,3,6.0,6.0,,7.0,7.0,6.0,7.0,5.0,5.0,5.0,7.0,6.0,6.0,7.0,5.0,7.0,5.0,6.0,6.0,5.0,7.0,5.0,5.0,7.0,7.0,5.0,7.0,6.0,7.0,6.0,7.0,6.0,5.0,7.0,5.0,6.0,7.0,5.0,5.0,6.0
22769,Subway,6,7.0,7.0,7.0,6.0,5.0,7.0,7.0,7.0,6.0,7.0,6.0,5.0,6.0,6.0,7.0,6.0,5.0,7.0,7.0,7.0,6.0,6.0,5.0,7.0,6.0,7.0,5.0,6.0,5.0,7.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,,5.0
22769,Panera,6,7.0,6.0,6.0,7.0,5.0,7.0,7.0,6.0,6.0,7.0,6.0,7.0,4.0,5.0,5.0,5.0,7.0,4.0,5.0,7.0,7.0,7.0,5.0,7.0,5.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,6.0,4.0,4.0,5.0,6.0,7.0
22770,Subway,6,5.0,5.0,7.0,5.0,5.0,5.0,7.0,6.0,7.0,6.0,7.0,7.0,6.0,5.0,,5.0,6.0,6.0,5.0,6.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,5.0,7.0,5.0,6.0,5.0,7.0,5.0,5.0,7.0
22770,Panera,6,5.0,7.0,5.0,6.0,6.0,7.0,7.0,5.0,7.0,6.0,7.0,7.0,6.0,7.0,5.0,7.0,7.0,7.0,6.0,7.0,6.0,5.0,6.0,5.0,7.0,5.0,4.0,4.0,4.0,7.0,6.0,7.0,6.0,6.0,7.0,5.0,6.0,7.0,7.0,4.0
22771,Jimmy Johns,5,5.0,6.0,5.0,5.0,5.0,4.0,6.0,5.0,4.0,6.0,4.0,4.0,5.0,7.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,6.0,6.0,6.0,4.0,5.0,3.0,7.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,6.0,6.0,4.0
22771,McDonalds,5,5.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,6.0,5.0,5.0,4.0,5.0,6.0,5.0,6.0,7.0,4.0,4.0,6.0,4.0,4.0,7.0,6.0,5.0,5.0,4.0,4.0,5.0,6.0,6.0
22772,Chipotle,4,6.0,5.0,4.0,5.0,6.0,5.0,5.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,7.0,4.0,5.0,4.0,4.0,5.0,3.0,6.0,6.0,5.0,6.0,4.0,2.0,6.0,5.0,7.0,5.0,5.0,4.0,5.0,4.0
22772,Jimmy Johns,7,5.0,4.0,5.0,4.0,5.0,6.0,5.0,7.0,5.0,5.0,6.0,6.0,6.0,5.0,4.0,5.0,5.0,5.0,5.0,6.0,7.0,5.0,6.0,6.0,6.0,7.0,5.0,4.0,,6.0,7.0,4.0,4.0,5.0,5.0,7.0,7.0,5.0,6.0,5.0
22784,Jersey Mikes,6,4.0,4.0,5.0,7.0,7.0,5.0,5.0,5.0,6.0,7.0,6.0,6.0,5.0,6.0,6.0,7.0,7.0,6.0,6.0,4.0,7.0,7.0,5.0,6.0,6.0,5.0,7.0,6.0,7.0,5.0,6.0,5.0,5.0,5.0,7.0,5.0,6.0,7.0,5.0,7.0
22784,Jimmy Johns,6,7.0,5.0,7.0,7.0,7.0,7.0,6.0,4.0,5.0,4.0,7.0,6.0,7.0,6.0,6.0,5.0,7.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,4.0,7.0,6.0,7.0,6.0,5.0,6.0,7.0,6.0,5.0,6.0,5.0,7.0,5.0
22787,Subway,4,5.0,4.0,,4.0,5.0,5.0,7.0,5.0,6.0,5.0,6.0,6.0,4.0,5.0,7.0,5.0,7.0,7.0,4.0,6.0,7.0,7.0,5.0,6.0,6.0,6.0,5.0,4.0,5.0,5.0,6.0,6.0,6.0,7.0,7.0,6.0,5.0,5.0,5.0,6.0
22787,Panera,3,6.0,5.0,4.0,6.0,7.0,5.0,4.0,6.0,6.0,7.0,6.0,5.0,6.0,5.0,7.0,3.0,5.0,4.0,5.0,6.0,4.0,4.0,7.0,5.0,5.0,4.0,6.0,4.0,4.0,5.0,4.0,4.0,7.0,4.0,3.0,5.0,6.0,5.0,6.0,4.0
22788,McDonalds,6,5.0,6.0,6.0,5.0,5.0,2.0,7.0,6.0,6.0,5.0,5.0,5.0,6.0,4.0,6.0,4.0,5.0,6.0,7.0,6.0,5.0,6.0,5.0,5.0,7.0,7.0,5.0,7.0,3.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,4.0,5.0,6.0
22788,Panera,5,5.0,6.0,6.0,7.0,7.0,6.0,5.0,3.0,4.0,6.0,5.0,7.0,6.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,6.0,5.0,3.0,5.0,5.0,5.0,6.0,4.0,6.0,6.0,4.0,5.0,6.0,4.0,6.0,5.0,5.0,6.0,4.0,5.0
22814,Chipotle,4,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,4.0,5.0,7.0,7.0,5.0,7.0,5.0,7.0,7.0,7.0
22814,McDonalds,7,7.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,6.0,,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0
22818,Subway,6,7.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,5.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0
22818,Jimmy Johns,5,6.0,4.0,6.0,6.0,7.0,5.0,6.0,7.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,7.0,6.0,6.0,5.0,4.0,4.0,7.0,5.0,5.0,5.0,4.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0
22819,Jersey Mikes,5,6.0,6.0,7.0,5.0,5.0,6.0,6.0,6.0,4.0,6.0,5.0,6.0,7.0,5.0,6.0,6.0,4.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,4.0,5.0,4.0,6.0,6.0,6.0,7.0,7.0,5.0,5.0,6.0
22819,McDonalds,5,6.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,7.0,6.0,7.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,5.0,4.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,5.0
22820,Firehouse Subs,5,7.0,6.0,6.0,6.0,6.0,5.0,6.0,7.0,6.0,6.0,5.0,6.0,7.0,6.0,6.0,7.0,7.0,7.0,5.0,7.0,6.0,5.0,6.0,6.0,6.0,6.0,7.0,5.0,7.0,4.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0
22820,Panera,5,5.0,5.0,6.0,5.0,6.0,6.0,6.0,7.0,6.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,4.0,6.0,4.0,5.0,6.0,6.0,6.0,6.0,5.0,4.0,4.0,6.0,7.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,7.0,5.0,7.0
22821,Subway,4,6.0,5.0,7.0,7.0,5.0,4.0,7.0,6.0,6.0,7.0,7.0,6.0,7.0,6.0,6.0,7.0,4.0,7.0,6.0,7.0,6.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,5.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0
22821,Firehouse Subs,5,6.0,7.0,5.0,7.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,4.0,6.0,7.0,7.0,5.0,6.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,7.0,5.0,5.0,7.0,7.0,6.0,6.0
22822,Jimmy Johns,5,6.0,6.0,5.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,7.0,6.0,4.0,6.0,6.0,5.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,5.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,5.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0
22822,Panera,6,7.0,6.0,5.0,6.0,6.0,6.0,6.0,,6.0,6.0,7.0,6.0,7.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,4.0,6.0,4.0,5.0,6.0,7.0,6.0,6.0,4.0,6.0,7.0
22823,Jersey Mikes,5,6.0,6.0,7.0,6.0,7.0,6.0,6.0,5.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,5.0,6.0,6.0,5.0,6.0,7.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,7.0,6.0,4.0,5.0,7.0,7.0,7.0,6.0
22823,Jimmy Johns,5,5.0,7.0,4.0,6.0,4.0,5.0,6.0,5.0,6.0,5.0,5.0,6.0,7.0,6.0,6.0,5.0,5.0,6.0,6.0,4.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,4.0,6.0,6.0,7.0,6.0,5.0,6.0,6.0,7.0,6.0
22852,Chipotle,7,6.0,7.0,7.0,5.0,7.0,5.0,6.0,7.0,7.0,6.0,6.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,6.0,7.0
22852,Firehouse Subs,2,7.0,7.0,6.0,3.0,6.0,5.0,5.0,3.0,5.0,3.0,6.0,4.0,4.0,6.0,7.0,7.0,5.0,6.0,6.0,3.0,3.0,6.0,6.0,7.0,5.0,5.0,5.0,6.0,4.0,7.0,3.0,4.0,6.0,3.0,4.0,7.0,3.0,5.0,4.0,7.0
22858,Chipotle,4,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0
22858,Panera,3,3.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0
22863,Subway,5,5.0,6.0,6.0,,5.0,7.0,6.0,7.0,5.0,7.0,5.0,6.0,7.0,6.0,5.0,7.0,6.0,5.0,7.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,5.0,5.0,6.0,7.0,7.0,5.0,5.0,7.0,6.0,6.0,5.0,6.0
22863,Jersey Mikes,6,4.0,5.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,7.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,7.0,5.0,6.0,6.0,5.0,7.0,7.0,6.0,7.0,7.0,6.0
22864,Jimmy Johns,6,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,6.0,6.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,6.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,6.0,5.0,5.0,6.0,5.0,6.0,5.0,4.0,4.0,6.0,6.0,5.0
22864,McDonalds,6,5.0,4.0,4.0,6.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,7.0,5.0,4.0,4.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,4.0,7.0,4.0,6.0,5.0,3.0,6.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,,4.0
22865,Jersey Mikes,6,6.0,5.0,6.0,6.0,6.0,7.0,6.0,5.0,5.0,6.0,6.0,4.0,6.0,7.0,4.0,5.0,6.0,5.0,7.0,5.0,6.0,5.0,4.0,7.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,7.0,5.0,7.0,7.0,5.0,6.0,7.0,5.0,5.0
22865,McDonalds,4,6.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,7.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,7.0,4.0,4.0,5.0,6.0,6.0,5.0,5.0,3.0,6.0,4.0,5.0,5.0,6.0,5.0,6.0,4.0,7.0,5.0,4.0,5.0,5.0,4.0,4.0
22866,Jimmy Johns,7,5.0,6.0,4.0,5.0,5.0,7.0,6.0,4.0,6.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,4.0,5.0,6.0,7.0,5.0,5.0,6.0,6.0,4.0,6.0,5.0,5.0,5.0,4.0,5.0,6.0,6.0,4.0,5.0,4.0,4.0,4.0
22866,McDonalds,4,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,6.0,3.0,6.0,4.0,5.0,5.0,4.0,7.0,5.0,6.0,5.0,6.0,4.0,5.0,5.0,5.0,4.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0
22867,Subway,6,6.0,6.0,6.0,6.0,7.0,6.0,5.0,6.0,6.0,7.0,7.0,5.0,5.0,5.0,6.0,6.0,5.0,,6.0,7.0,7.0,5.0,5.0,7.0,5.0,7.0,5.0,5.0,7.0,7.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0
22867,Firehouse Subs,6,5.0,5.0,6.0,4.0,5.0,7.0,4.0,5.0,5.0,,4.0,5.0,4.0,5.0,5.0,5.0,7.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,4.0,4.0,3.0,4.0,6.0,5.0,5.0,3.0,7.0,6.0,7.0,6.0,6.0
22898,Subway,5,7.0,7.0,4.0,7.0,5.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,7.0,5.0,6.0,6.0,,6.0,7.0,7.0,7.0,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,3.0,7.0,5.0,7.0,7.0,5.0
22898,Chipotle,7,7.0,7.0,6.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,5.0,5.0,7.0,7.0,7.0,,7.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,5.0
22917,Subway,4,6.0,6.0,6.0,7.0,7.0,6.0,5.0,5.0,6.0,7.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,5.0,6.0,5.0,5.0,7.0,6.0,5.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0
22917,Jersey Mikes,5,6.0,6.0,7.0,7.0,5.0,6.0,5.0,7.0,6.0,5.0,6.0,5.0,6.0,7.0,6.0,5.0,7.0,6.0,7.0,7.0,5.0,6.0,6.0,7.0,5.0,6.0,5.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,6.0,6.0,6.0,7.0
22918,Jersey Mikes,6,7.0,6.0,6.0,7.0,7.0,6.0,5.0,6.0,6.0,5.0,6.0,7.0,5.0,6.0,6.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,5.0,6.0,6.0,6.0,5.0,7.0,7.0,6.0,5.0,7.0,6.0,5.0,5.0,6.0,7.0,7.0
22918,Panera,4,6.0,6.0,6.0,5.0,7.0,6.0,6.0,7.0,6.0,7.0,7.0,7.0,6.0,5.0,7.0,5.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,5.0,6.0,5.0,6.0,7.0,7.0,6.0,6.0,5.0,7.0,6.0,6.0
22919,Firehouse Subs,4,7.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,5.0,6.0,5.0,6.0,7.0,5.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,5.0,6.0,7.0,7.0,7.0,7.0,6.0,5.0,7.0
22919,Panera,4,6.0,6.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,7.0,5.0,6.0,7.0,6.0,7.0,6.0,7.0,7.0,6.0,5.0,6.0,5.0,7.0,6.0,5.0,7.0,5.0,6.0,5.0,7.0
22920,Chipotle,4,7.0,7.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,7.0,5.0,6.0,7.0,7.0,5.0,7.0,6.0,7.0,6.0,7.0,6.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0
22920,Panera,4,6.0,7.0,6.0,7.0,7.0,5.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,5.0,6.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,6.0,5.0,7.0,5.0,7.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0
